code,title,quantity,cost,type,period
0,Всего,-,30791155.2,e,2014-10
1,Живые животные,308.152,947,e,2014-10
2,Мясо и пищевые мясные субпродукты,226017.215,777109.5,e,2014-10
3,"Рыба и ракообразные, моллюски и прочие водные беспозвоночные",14649.862,106366.4,e,2014-10
4,"Молочная продукция; яйца птиц; мед натуральный; пищевые продукты животного происхождения, в другом месте не поименованные или не включенные",830383.131,1972742.4,e,2014-10
5,"Продукты животного происхождения, в другом месте не поименованные или не включенные",2834.196,3404.3,e,2014-10
6,"Живые деревья и другие растения; луковицы, корни и прочие аналогичные части растений; срезанные цветы и декоративная зелень",3747.152,4853.5,e,2014-10
7,Овощи и некоторые съедобные корнеплоды и клубнеплоды,311571.63,209847.5,e,2014-10
8,Съедобные фрукты и орехи; кожура цитрусовых плодов или корки дынь,426637.207,159055.4,e,2014-10
9,"Кофе, чай, мате, или парагвайский чай, и пряности",280.452,1022.9,e,2014-10
10,Злаки,1176.668,942.9,e,2014-10
11,Продукция мукомольно-крупяной промышленности; солод; крахмалы; инулин; пшеничная клейковина,140875.452,54744.1,e,2014-10
12,"Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж",4583.001,3627.5,e,2014-10
13,"Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",1228.691,1203.3,e,2014-10
14,"Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2672.222,396,e,2014-10
15,Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,145333.103,115087.6,e,2014-10
16,"Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных.",88017.744,369822.4,e,2014-10
17,Сахар и кондитерские изделия из сахара,390633.036,235924.1,e,2014-10
18,Какао и продукты из него,10552.685,43384.5,e,2014-10
19,"Готовые продукты из зерна злаков, муки, крахмала или молока; мучные кондитерские изделия",41855.228,57326.4,e,2014-10
20,"Продукты переработки овощей, фруктов, орехов или прочих частей растений.",40464.541,40926.8,e,2014-10
21,Разные пищевые продукты,13080.795,41088,e,2014-10
22,Алкогольные и безалкогольные напитки и уксус.,174139.392,134445.7,e,2014-10
23,Остатки и отходы пищевой промышленности; готовые корма для животных,199320.472,100353.5,e,2014-10
24,Табак и промышленные заменители табака.,9600.333,83176.7,e,2014-10
25,"Соль; сера; земли и камень; штукатурные материалы, известь и цемент",6240521.282,212221.9,e,2014-10
26,"Руды, шлак и зола.",31796.116,4377,e,2014-10
27,"Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",14383446.681,10242758.1,e,2014-10
28,"Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",121135.528,30920.8,e,2014-10
29,Органические химические соединения,163358.334,201131.5,e,2014-10
30,Фармацевтическая продукция,8466.7,140748.3,e,2014-10
31,Удобрения,9296696.418,2877973.6,e,2014-10
32,"Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; полиграфическая краска, чернила, тушь",48098.304,66701,e,2014-10
33,"Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",19546.685,83259.7,e,2014-10
34,"Мыло, поверхностно-активные органические вещества, моющие средства, смазочные материалы, искусственные и готовые воски, составы для чистки или полировки, свечи и аналогичные изделия, пасты для лепки, пластилин, ""зубоврачебный воск"" и зубоврачебные составы",48324.853,61703.4,e,2014-10
35,Белковые вещества; модифицированные крахмалы; клеи; ферменты,6294.824,33996.5,e,2014-10
36,Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,4467.435,7066,e,2014-10
37,Фото- и кинотовары,108.2,573.1,e,2014-10
38,Прочие химические продукты,379458.832,403774.9,e,2014-10
39,Пластмассы и изделия из них,405233.257,962205.5,e,2014-10
40,"Каучук, резина и изделия из них",112574.684,375560.8,e,2014-10
41,Hеобработанные шкуры (кроме натурального меха) и выделанная кожа,11897.777,49876.7,e,2014-10
42,"Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",426.207,11898.9,e,2014-10
43,Натуральный и искусственный мех; изделия из него,69.758,4957.4,e,2014-10
44,Древесина и изделия из нее; древесный уголь,4337501.813,673183.7,e,2014-10
45,Пробка и изделия из нее,176.072,1053.4,e,2014-10
46,"Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",1086.564,1675.9,e,2014-10
47,Масса из древесины или из других волокнистых целлюлозных материалов; регенерируемые бумага или картон (макулатура и отходы),24376.537,6453.8,e,2014-10
48,"Бумага и картон; изделия из бумажной массы, бумаги или картона",160022.2,149245.8,e,2014-10
49,"Печатные книги, газеты, репродукции и другие изделия полиграфической промышленности; рукописи, машинописные тексты и планы",6196.327,36303.8,e,2014-10
50,Шелк,0.006,1.2,e,2014-10
51,"Шерсть, тонкий или грубый волос животных; пряжа и ткань, из конского волоса",2257.163,16293.1,e,2014-10
52,Хлопок,4070.345,24200.8,e,2014-10
53,Прочие растительные текстильные волокна; бумажная пряжа и ткани из бумажной пряжи,28129.686,55305.5,e,2014-10
54,Химические нити; плоские и аналогичные нити из химических текстильных материалов,58739.23,169626.4,e,2014-10
55,Химические волокна,77931.855,175171.6,e,2014-10
56,"Вата, войлок или фетр и нетканые материалы; специальная пряжа; бечевки, веревки, канаты и тросы и изделия из них",26154.902,63950.1,e,2014-10
57,Ковры и прочие текстильные напольные покрытия,14763.895,43441.8,e,2014-10
58,Специальные ткани; тафтинговые текстильные материалы; кружева; гобелены; отделочные материалы; вышивки,1929.921,12411.9,e,2014-10
59,"Текстильные материалы, пропитанные, с покрытием или дублированные; текстильные изделия технического назначения",9177.288,42733.5,e,2014-10
60,Трикотажные полотна машинного или ручного вязания,4521.767,21542,e,2014-10
61,Предметы одежды и принадлежности к одежде трикотажные машинного или ручного вязания,7640.828,192302,e,2014-10
62,"Предметы одежды и принадлежности к одежде, кроме трикотажных машинного или ручного вязания",6715.784,283962.3,e,2014-10
63,"Прочие готовые текстильные изделия; наборы; одежда и текстильные изделия, бывшие в употреблении; тряпье",14619.136,43911.4,e,2014-10
64,"Обувь, гетры и аналогичные изделия; их детали",8468.053,175849.2,e,2014-10
65,Головные уборы и их части,247.45,12291.2,e,2014-10
66,"Зонты, солнцезащитные зонты, трости, трости-сиденья, хлысты, кнуты для верховой езды и их части",193.844,604.5,e,2014-10
67,Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,459.004,527.7,e,2014-10
68,"Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2282507.529,239904.3,e,2014-10
69,Керамические изделия,784671.192,145250.5,e,2014-10
70,Стекло и изделия из него,343368.219,198789.1,e,2014-10
72,Черные металлы,1569771.124,885891,e,2014-10
73,Изделия из черных металлов,518192.483,789729.3,e,2014-10
74,Медь и изделия из нее,9195.287,49665.2,e,2014-10
75,Никель и изделия из него,8.541,227.2,e,2014-10
76,Алюминий и изделия из него,41947.69,175041.9,e,2014-10
78,Свинец и изделия из него,6444.101,13696.7,e,2014-10
79,Цинк и изделия из него,144.789,416.3,e,2014-10
80,Олово и изделия из него,11.715,250.4,e,2014-10
81,Прочие недрагоценные металлы; металлокерамика; изделия из них,131.609,824.1,e,2014-10
82,"Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",4134.87,46003.3,e,2014-10
83,Прочие изделия из недрагоценных металлов,21214.84,65671.7,e,2014-10
84,"Реакторы ядерные, котлы, оборудование и механические устройства; их части",293595.894,1460755.6,e,2014-10
85,"Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",113492.794,766144,e,2014-10
86,"Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",28156.974,67143.1,e,2014-10
87,"Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",373555.637,2052645.6,e,2014-10
89,"Суда, лодки и плавучие конструкции",52.597,667.7,e,2014-10
90,"Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",5512.194,303891.2,e,2014-10
91,Часы всех видов и их части,223.689,2469.4,e,2014-10
92,Инструменты музыкальные; их части и принадлежности,25.464,283.4,e,2014-10
94,"Мебель; постельные принадлежности, матрацы, основы матрацные, диванные подушки и аналогичные набивные принадлежности мебели; лампы и осветительное оборудование, в другом месте не поименованные или не включенные; световые вывески, световые таблички с имене",191508.192,491081,e,2014-10
95,"Игрушки, игры и спортивный инвентарь; их части и принадлежности",9383.121,60656.3,e,2014-10
96,Разные готовые изделия,2811.122,13354.6,e,2014-10
97,"Произведения искусства, предметы коллекционирования и антиквариат",16.247,284.4,e,2014-10
0,Всего,-,22545957.5,e,2015-10
1,Живые животные,1529.866,2875.3,e,2015-10
2,Мясо и пищевые мясные субпродукты,235646.048,569646.9,e,2015-10
3,"Рыба и ракообразные, моллюски и прочие водные беспозвоночные",20047.476,95038.6,e,2015-10
4,"Молочная продукция; яйца птиц; мед натуральный; пищевые продукты животного происхождения, в другом месте не поименованные или не включенные",914994.695,1493914.8,e,2015-10
5,"Продукты животного происхождения, в другом месте не поименованные или не включенные",3742.734,3439.2,e,2015-10
6,"Живые деревья и другие растения; луковицы, корни и прочие аналогичные части растений; срезанные цветы и декоративная зелень",4469.447,4784.4,e,2015-10
7,Овощи и некоторые съедобные корнеплоды и клубнеплоды,488616.953,198900.5,e,2015-10
8,Съедобные фрукты и орехи; кожура цитрусовых плодов или корки дынь,996088.128,228472.3,e,2015-10
9,"Кофе, чай, мате, или парагвайский чай, и пряности",1156.069,1055,e,2015-10
10,Злаки,11758.124,2507.7,e,2015-10
11,Продукция мукомольно-крупяной промышленности; солод; крахмалы; инулин; пшеничная клейковина,136127.861,37147.1,e,2015-10
12,"Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж",3082.546,3830.9,e,2015-10
13,"Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",726.615,536.3,e,2015-10
14,"Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",1630.173,175.8,e,2015-10
15,Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,150663.411,97305.8,e,2015-10
16,"Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных.",57142.001,187917,e,2015-10
17,Сахар и кондитерские изделия из сахара,415951.936,190878.3,e,2015-10
18,Какао и продукты из него,9852.17,31965.8,e,2015-10
19,"Готовые продукты из зерна злаков, муки, крахмала или молока; мучные кондитерские изделия",62800.952,63413.1,e,2015-10
20,"Продукты переработки овощей, фруктов, орехов или прочих частей растений.",48691.534,37517.6,e,2015-10
21,Разные пищевые продукты,30798.123,50387.2,e,2015-10
22,Алкогольные и безалкогольные напитки и уксус.,163293.027,101931.3,e,2015-10
23,Остатки и отходы пищевой промышленности; готовые корма для животных,181719.164,63283.2,e,2015-10
24,Табак и промышленные заменители табака.,3583.48,34176.5,e,2015-10
25,"Соль; сера; земли и камень; штукатурные материалы, известь и цемент",5643766.693,139177.4,e,2015-10
26,"Руды, шлак и зола.",17463.834,2308.3,e,2015-10
27,"Топливо минеральное, нефть и продукты их перегонки; битуминозные вещества; воски минеральные",16315129.596,6527995.3,e,2015-10
28,"Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов",132224.274,27638.2,e,2015-10
29,Органические химические соединения,185456.832,153486.4,e,2015-10
30,Фармацевтическая продукция,8259.342,119580.4,e,2015-10
31,Удобрения,9907782.959,3031561,e,2015-10
32,"Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; полиграфическая краска, чернила, тушь",123737.565,81018.6,e,2015-10
33,"Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства",15624.433,64389.2,e,2015-10
34,"Мыло, поверхностно-активные органические вещества, моющие средства, смазочные материалы, искусственные и готовые воски, составы для чистки или полировки, свечи и аналогичные изделия, пасты для лепки, пластилин, ""зубоврачебный воск"" и зубоврачебные составы",50605.647,50543.7,e,2015-10
35,Белковые вещества; модифицированные крахмалы; клеи; ферменты,6252.329,21823.9,e,2015-10
36,Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества,4330.637,4416.3,e,2015-10
37,Фото- и кинотовары,328.983,796.1,e,2015-10
38,Прочие химические продукты,558503.049,334227.1,e,2015-10
39,Пластмассы и изделия из них,421721.232,742032.7,e,2015-10
40,"Каучук, резина и изделия из них",101272.632,261018.7,e,2015-10
41,Hеобработанные шкуры (кроме натурального меха) и выделанная кожа,11249.068,42255.7,e,2015-10
42,"Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",259.9,6260.5,e,2015-10
43,Натуральный и искусственный мех; изделия из него,110.919,15071.9,e,2015-10
44,Древесина и изделия из нее; древесный уголь,4915323.821,582728.5,e,2015-10
45,Пробка и изделия из нее,21.528,274.6,e,2015-10
46,"Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",1520.602,1965.2,e,2015-10
47,Масса из древесины или из других волокнистых целлюлозных материалов; регенерируемые бумага или картон (макулатура и отходы),44072.85,7358.4,e,2015-10
48,"Бумага и картон; изделия из бумажной массы, бумаги или картона",143672.256,105409.3,e,2015-10
49,"Печатные книги, газеты, репродукции и другие изделия полиграфической промышленности; рукописи, машинописные тексты и планы",3934.844,22060.4,e,2015-10
50,Шелк,0.027,0.8,e,2015-10
51,"Шерсть, тонкий или грубый волос животных; пряжа и ткань, из конского волоса",2925.625,12369.8,e,2015-10
52,Хлопок,3803.137,18140.3,e,2015-10
53,Прочие растительные текстильные волокна; бумажная пряжа и ткани из бумажной пряжи,37599.738,63555.1,e,2015-10
54,Химические нити; плоские и аналогичные нити из химических текстильных материалов,49474.505,112894.7,e,2015-10
55,Химические волокна,76973.778,130962.4,e,2015-10
56,"Вата, войлок или фетр и нетканые материалы; специальная пряжа; бечевки, веревки, канаты и тросы и изделия из них",25584.607,49203.9,e,2015-10
57,Ковры и прочие текстильные напольные покрытия,14886.775,32114.5,e,2015-10
58,Специальные ткани; тафтинговые текстильные материалы; кружева; гобелены; отделочные материалы; вышивки,2233.552,8800.5,e,2015-10
59,"Текстильные материалы, пропитанные, с покрытием или дублированные; текстильные изделия технического назначения",8971.197,29450.9,e,2015-10
60,Трикотажные полотна машинного или ручного вязания,8157.75,15933.6,e,2015-10
61,Предметы одежды и принадлежности к одежде трикотажные машинного или ручного вязания,6945.29,120726.4,e,2015-10
62,"Предметы одежды и принадлежности к одежде, кроме трикотажных машинного или ручного вязания",5238.868,155427,e,2015-10
63,"Прочие готовые текстильные изделия; наборы; одежда и текстильные изделия, бывшие в употреблении; тряпье",16484.315,33661.6,e,2015-10
64,"Обувь, гетры и аналогичные изделия; их детали",6211.423,115676,e,2015-10
65,Головные уборы и их части,149.675,5094.4,e,2015-10
66,"Зонты, солнцезащитные зонты, трости, трости-сиденья, хлысты, кнуты для верховой езды и их части",113.443,103.4,e,2015-10
67,Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,457.292,439.2,e,2015-10
68,"Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",1323110.174,108792.6,e,2015-10
69,Керамические изделия,478999.646,81601.1,e,2015-10
70,Стекло и изделия из него,369190.347,145178.5,e,2015-10
72,Черные металлы,1756475.281,704720.7,e,2015-10
73,Изделия из черных металлов,474788.467,549681.9,e,2015-10
74,Медь и изделия из нее,10046.051,42153.2,e,2015-10
75,Никель и изделия из него,13.373,806.8,e,2015-10
76,Алюминий и изделия из него,33314.245,128963.9,e,2015-10
78,Свинец и изделия из него,6425.101,11908.5,e,2015-10
79,Цинк и изделия из него,134.209,363.1,e,2015-10
80,Олово и изделия из него,2.502,14.7,e,2015-10
81,Прочие недрагоценные металлы; металлокерамика; изделия из них,140.942,659.5,e,2015-10
82,"Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",3962.603,35699.7,e,2015-10
83,Прочие изделия из недрагоценных металлов,19610.508,46616.4,e,2015-10
84,"Реакторы ядерные, котлы, оборудование и механические устройства; их части",215260.143,896370.5,e,2015-10
85,"Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",99066.646,551882,e,2015-10
86,"Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",23604.072,57682.1,e,2015-10
87,"Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",242313.098,1242285.1,e,2015-10
89,"Суда, лодки и плавучие конструкции",44.114,193.8,e,2015-10
90,"Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",4796.996,245668.6,e,2015-10
91,Часы всех видов и их части,312.978,4250.7,e,2015-10
92,Инструменты музыкальные; их части и принадлежности,22.408,207.9,e,2015-10
94,"Мебель; постельные принадлежности, матрацы, основы матрацные, диванные подушки и аналогичные набивные принадлежности мебели; лампы и осветительное оборудование, в другом месте не поименованные или не включенные; световые вывески, световые таблички с имене",175512.764,328856.1,e,2015-10
95,"Игрушки, игры и спортивный инвентарь; их части и принадлежности",7983.301,45627.7,e,2015-10
96,Разные готовые изделия,3184.672,13960.4,e,2015-10
